charge_id,start_timestamp_utc,end_timestamp_utc,start_soc,end_soc,delta_soc,duration_sec,latitude,longitude,ambient_temp_c
charge_2028-06-23T210127730953Z_7888_4a7982e4,2028-06-23T21:01:27.730953Z,2028-06-23T22:37:26.730953Z,54,82,28,5759,21.034453,105.821699,32.65
charge_2028-06-24T172103779617Z_2739_f3c5447d,2028-06-24T17:21:03.779617Z,2028-06-24T20:09:42.779617Z,53,100,47,10119,21.034438,105.8218,34.8
charge_2028-06-28T045150738875Z_1855_13d076b8,2028-06-28T04:51:50.738875Z,2028-06-28T08:01:18.738875Z,39,93,54,11368,21.034446,105.821794,29.24
charge_2028-06-28T205456205046Z_1953_350471e8,2028-06-28T20:54:56.205046Z,2028-06-29T00:56:07.205046Z,34,100,66,14471,21.034409,105.82175,33.32
charge_2028-07-02T124539202772Z_1322_e0833c45,2028-07-02T12:45:39.202772Z,2028-07-02T16:50:15.202772Z,34,100,66,14676,21.034401,105.821809,31.17
charge_2028-07-04T032450882429Z_4639_05217bae,2028-07-04T03:24:50.882429Z,2028-07-04T06:04:32.882429Z,55,100,45,9582,21.03438,105.821874,30.19
charge_2028-07-05T093512173869Z_3951_ffee2059,2028-07-05T09:35:12.173869Z,2028-07-05T12:57:52.173869Z,35,94,59,12160,21.034396,105.821812,32.4
charge_2028-07-08T054332116108Z_1387_ac0800e2,2028-07-08T05:43:32.116108Z,2028-07-08T09:19:50.116108Z,20,79,59,12978,21.034462,105.821822,31.11
charge_2028-07-08T131950399606Z_8980_284c8156,2028-07-08T13:19:50.116108Z,2028-07-08T16:01:49.116108Z,29,75,46,9719,21.034359,105.821776,32.86
charge_2028-07-09T130449368469Z_9575_7fdd19ce,2028-07-09T13:04:49.368469Z,2028-07-09T16:12:05.368469Z,26,82,56,11236,21.034403,105.821778,29.83
charge_2028-07-12T032802549239Z_2239_118c2683,2028-07-12T03:28:02.549239Z,2028-07-12T07:26:46.549239Z,17,78,61,14324,21.034396,105.821763,33.79
charge_2028-07-13T054430299318Z_5797_481ee0ac,2028-07-13T05:44:30.299318Z,2028-07-13T07:30:57.299318Z,26,56,30,6387,21.034448,105.821751,32.29
charge_2028-07-16T224227288368Z_2898_e2cf61f6,2028-07-16T22:42:27.288368Z,2028-07-17T03:00:36.288368Z,14,78,64,15489,21.034341,105.821821,32.42
charge_2028-07-19T173808891779Z_3641_01990174,2028-07-19T17:38:08.891779Z,2028-07-19T21:32:18.891779Z,12,80,68,14050,21.034453,105.821853,30.12
charge_2028-07-21T063528406514Z_4241_4bbbaf78,2028-07-21T06:35:28.406514Z,2028-07-21T09:53:21.406514Z,24,79,55,11873,21.034354,105.821775,29.59
charge_2028-07-22T013554616356Z_1883_f630e2bb,2028-07-22T01:35:54.616356Z,2028-07-22T03:58:44.616356Z,36,78,42,8570,21.034447,105.821882,29.61
charge_2028-07-23T052125429463Z_5545_96ebe62e,2028-07-23T05:21:25.429463Z,2028-07-23T06:14:35.429463Z,35,50,15,3190,21.034395,105.8218,29.66
charge_2028-07-27T190506114755Z_9840_803f3f44,2028-07-27T19:05:06.114755Z,2028-07-27T21:48:52.114755Z,53,100,47,9826,21.034399,105.821747,29.8
charge_2028-07-29T213144659365Z_6070_63061ead,2028-07-29T21:31:44.659365Z,2028-07-30T02:49:05.659365Z,15,100,85,19041,21.034403,105.821914,33.73
charge_2028-07-30T060227942033Z_7826_995a29ce,2028-07-30T06:02:27.942033Z,2028-07-30T09:50:07.942033Z,16,80,64,13660,21.034316,105.82186,31.53
charge_2028-07-30T135007652749Z_2753_0516be44,2028-07-30T13:50:07.942033Z,2028-07-30T15:50:23.942033Z,46,79,33,7216,21.03434,105.821832,30.69
charge_2028-07-31T001853611754Z_6861_c3b8e145,2028-07-31T00:18:53.611754Z,2028-07-31T03:11:52.611754Z,29,81,52,10379,21.034361,105.821793,31.61
charge_2028-08-01T055853943379Z_9768_7fd54818,2028-08-01T05:58:53.943379Z,2028-08-01T07:18:48.943379Z,12,35,23,4795,21.034337,105.821798,33.43
charge_2028-08-02T060815715016Z_5588_a60992c2,2028-08-02T06:08:15.715016Z,2028-08-02T08:26:20.715016Z,34,73,39,8285,21.034333,105.821761,30.13
charge_2028-08-02T210148296755Z_7065_b7ca5d08,2028-08-02T21:01:48.296755Z,2028-08-02T22:51:54.296755Z,48,80,32,6606,21.034341,105.821792,31.34
charge_2028-08-07T012319804661Z_6711_22f52975,2028-08-07T01:23:19.804661Z,2028-08-07T03:37:03.804661Z,53,90,37,8024,21.034368,105.821863,30.54
charge_2028-08-08T024008988210Z_9027_11209415,2028-08-08T02:40:08.988210Z,2028-08-08T04:12:47.988210Z,22,48,26,5559,21.034449,105.821811,30.19
charge_2028-08-09T233334538634Z_3338_0ee34675,2028-08-09T23:33:34.538634Z,2028-08-10T00:32:19.538634Z,21,37,16,3525,21.034416,105.821795,29.62
charge_2028-08-12T135802529106Z_7785_bccc4bf8,2028-08-12T13:58:02.529106Z,2028-08-12T16:04:38.529106Z,41,77,36,7596,21.034455,105.821831,33.67
charge_2028-08-13T062537673323Z_9359_b4e76ae0,2028-08-13T06:25:37.673323Z,2028-08-13T07:22:36.673323Z,64,81,17,3419,21.034393,105.821742,33.03
charge_2028-08-18T123151813113Z_3067_41efe29b,2028-08-18T12:31:51.813113Z,2028-08-18T16:15:53.813113Z,38,100,62,13442,21.034398,105.821812,28.71
charge_2028-08-19T033514619879Z_5329_eb2729d3,2028-08-19T03:35:14.619879Z,2028-08-19T08:35:28.619879Z,13,100,87,18014,21.03442,105.821734,29.12
charge_2028-08-20T091514290130Z_7993_7e242f94,2028-08-20T09:15:14.290130Z,2028-08-20T13:43:07.290130Z,19,100,81,16073,21.034333,105.821872,28.5
charge_2028-08-21T045155640025Z_6583_372b243b,2028-08-21T04:51:55.640025Z,2028-08-21T08:54:20.640025Z,32,100,68,14545,21.03439,105.821836,29.91
charge_2028-08-22T123548691562Z_5459_b562685a,2028-08-22T12:35:48.691562Z,2028-08-22T14:41:48.691562Z,53,90,37,7560,21.034364,105.821786,32.91
charge_2028-08-23T033101360819Z_2690_da030575,2028-08-23T03:31:01.360819Z,2028-08-23T08:03:47.360819Z,21,100,79,16366,21.034395,105.821801,31.11
charge_2028-08-25T025847179351Z_6871_9754b135,2028-08-25T02:58:47.179351Z,2028-08-25T05:17:11.179351Z,60,100,40,8304,21.034452,105.821807,28.09
charge_2028-08-25T091711871548Z_5451_7139c467,2028-08-25T09:17:11.179351Z,2028-08-25T11:35:47.179351Z,37,75,38,8316,21.034376,105.821836,30.57
charge_2028-08-26T060516970708Z_7927_8943e39d,2028-08-26T06:05:16.970708Z,2028-08-26T09:31:52.970708Z,41,100,59,12396,21.034389,105.821864,33.58
charge_2028-08-28T040748598663Z_6122_5734d592,2028-08-28T04:07:48.598663Z,2028-08-28T09:00:23.598663Z,12,94,82,17555,21.034378,105.821845,29.31
charge_2028-08-31T201234267155Z_9249_9f3b2a70,2028-08-31T20:12:34.267155Z,2028-08-31T21:17:57.267155Z,63,81,18,3923,21.034394,105.821717,31.91
charge_2028-09-01T145240196363Z_7967_42a82c11,2028-09-01T14:52:40.196363Z,2028-09-01T18:41:29.196363Z,15,80,65,13729,21.034361,105.821778,29.85
charge_2028-09-01T224129318005Z_8594_af3a2470,2028-09-01T22:41:29.196363Z,2028-09-02T02:04:47.196363Z,38,95,57,12198,21.034391,105.821774,29.44
charge_2028-09-02T020227587751Z_6594_bd85defd,2028-09-02T02:02:27.587751Z,2028-09-02T05:47:41.587751Z,12,75,63,13514,21.034379,105.821751,29.87
charge_2028-09-03T172128693186Z_3644_7fa9d1ae,2028-09-03T17:21:28.693186Z,2028-09-03T20:50:22.693186Z,23,82,59,12534,21.034479,105.82175,32.43
charge_2028-09-05T162130959295Z_7850_612b9066,2028-09-05T16:21:30.959295Z,2028-09-05T19:34:59.959295Z,21,74,53,11609,21.034408,105.821827,32.13
charge_2028-09-08T225818485350Z_7962_49d24a03,2028-09-08T22:58:18.485350Z,2028-09-09T01:31:12.485350Z,29,73,44,9174,21.034449,105.821782,27.23
charge_2028-09-09T053112163003Z_2177_813fad75,2028-09-09T05:31:12.485350Z,2028-09-09T08:59:27.485350Z,18,81,63,12495,21.034347,105.821771,29.63
charge_2028-09-10T223000472490Z_4249_83cec220,2028-09-10T22:30:00.472490Z,2028-09-11T03:09:01.472490Z,23,97,74,16741,21.034374,105.821824,29.15
charge_2028-09-14T040616721995Z_7168_2d7d18ef,2028-09-14T04:06:16.721995Z,2028-09-14T05:39:29.721995Z,46,71,25,5593,21.034351,105.821799,27.16
charge_2028-09-16T210030962516Z_4495_3dbe5cda,2028-09-16T21:00:30.962516Z,2028-09-16T23:16:20.962516Z,62,100,38,8150,21.034393,105.821784,32.25
charge_2028-09-18T144856340405Z_3456_d4510379,2028-09-18T14:48:56.340405Z,2028-09-18T17:11:23.340405Z,39,78,39,8547,21.034439,105.821745,32.43
charge_2028-09-19T172432296501Z_9661_e4ccd6f7,2028-09-19T17:24:32.296501Z,2028-09-19T19:54:38.296501Z,51,92,41,9006,21.034401,105.821847,32.14
charge_2028-09-20T043415349227Z_4921_4d40b92a,2028-09-20T04:34:15.349227Z,2028-09-20T07:09:45.349227Z,36,81,45,9330,21.034347,105.821743,28.45
charge_2028-09-21T224625140590Z_1786_e5a25147,2028-09-21T22:46:25.140590Z,2028-09-22T01:48:40.140590Z,24,74,50,10935,21.034428,105.821858,30.7
charge_2028-09-22T054840911489Z_7059_ee101b20,2028-09-22T05:48:40.140590Z,2028-09-22T07:41:45.140590Z,44,74,30,6785,21.034384,105.821747,32.23
charge_2028-09-22T192656436217Z_1055_2208ac7a,2028-09-22T19:26:56.436217Z,2028-09-23T00:15:28.436217Z,16,100,84,17312,21.034423,105.821765,29.49
charge_2028-09-23T232938990159Z_1521_fdbfe271,2028-09-23T23:29:38.990159Z,2028-09-24T02:24:06.990159Z,30,81,51,10468,21.034383,105.821775,29.52
charge_2028-09-24T232026140142Z_866_257a9c5b,2028-09-24T23:20:26.140142Z,2028-09-25T02:36:28.140142Z,45,100,55,11762,21.034337,105.821751,31.56
charge_2028-09-25T211136425829Z_9469_3a1d63e2,2028-09-25T21:11:36.425829Z,2028-09-26T00:10:44.425829Z,27,82,55,10748,21.034363,105.821727,28.82
charge_2028-09-26T175311944364Z_8098_fda07844,2028-09-26T17:53:11.944364Z,2028-09-26T21:36:29.944364Z,36,100,64,13398,21.034376,105.821818,32.07
charge_2028-09-27T011526792812Z_8969_9e5b51cc,2028-09-27T01:15:26.792812Z,2028-09-27T04:50:02.792812Z,16,79,63,12876,21.034474,105.821801,26.02
charge_2028-09-28T140531897084Z_9194_4a6c4aa5,2028-09-28T14:05:31.897084Z,2028-09-28T17:25:08.897084Z,20,77,57,11977,21.034392,105.82183,28.95
charge_2028-09-30T232253282173Z_2890_f7cf7db7,2028-09-30T23:22:53.282173Z,2028-10-01T02:56:25.282173Z,33,97,64,12812,21.03441,105.821802,30.56
charge_2028-10-01T132313130545Z_9292_8874e767,2028-10-01T13:23:13.130545Z,2028-10-01T18:33:52.130545Z,14,100,86,18639,21.034377,105.821894,22.95
charge_2028-10-05T154612511348Z_9809_ca3a72b3,2028-10-05T15:46:12.511348Z,2028-10-05T19:03:25.511348Z,23,78,55,11833,21.034324,105.82182,24.4
charge_2028-10-10T234540849799Z_8533_e1f33de4,2028-10-10T23:45:40.849799Z,2028-10-11T03:02:19.849799Z,27,81,54,11799,21.034358,105.82183,24.62
charge_2028-10-11T170909119796Z_2167_cedf4e4b,2028-10-11T17:09:09.119796Z,2028-10-11T19:51:56.119796Z,36,80,44,9767,21.034474,105.821781,25.91
charge_2028-10-12T231059357364Z_1631_3828f86f,2028-10-12T23:10:59.357364Z,2028-10-13T00:15:26.357364Z,61,80,19,3867,21.034386,105.821807,27.56
charge_2028-10-13T041526582731Z_5716_2b1be618,2028-10-13T04:15:26.357364Z,2028-10-13T07:30:18.357364Z,31,90,59,11692,21.034371,105.821821,28.97
charge_2028-10-13T065129448148Z_2742_2c47df66,2028-10-13T06:51:29.448148Z,2028-10-13T09:04:53.448148Z,57,97,40,8004,21.034367,105.821757,24.89
charge_2028-10-14T023810230505Z_9384_2e926753,2028-10-14T02:38:10.230505Z,2028-10-14T04:31:05.230505Z,62,100,38,6775,21.034342,105.821773,24.86
charge_2028-10-15T070056297256Z_1779_ebd1903a,2028-10-15T07:00:56.297256Z,2028-10-15T09:43:40.297256Z,31,81,50,9764,21.034363,105.821797,24.03
charge_2028-10-16T221805883302Z_6577_95352de5,2028-10-16T22:18:05.883302Z,2028-10-17T01:06:01.883302Z,31,80,49,10076,21.034461,105.821733,27.36
charge_2028-10-17T154857172252Z_9236_5d8f453a,2028-10-17T15:48:57.172252Z,2028-10-17T20:19:56.172252Z,16,91,75,16259,21.034468,105.821828,26.13
charge_2028-10-20T152144226785Z_4207_bdf3d348,2028-10-20T15:21:44.226785Z,2028-10-20T16:20:14.226785Z,12,28,16,3510,21.034416,105.821756,26.11
charge_2028-10-21T225329536154Z_8885_65292b8d,2028-10-21T22:53:29.536154Z,2028-10-22T00:20:29.536154Z,21,47,26,5220,21.034339,105.821783,25.59
charge_2028-10-23T182411852763Z_4286_a05652f0,2028-10-23T18:24:11.852763Z,2028-10-23T23:11:00.852763Z,22,100,78,17209,21.034425,105.821796,29.43
charge_2028-10-24T160626428240Z_5446_66ecf26c,2028-10-24T16:06:26.428240Z,2028-10-24T18:03:46.428240Z,45,78,33,7040,21.034354,105.821804,22.59
charge_2028-10-27T211711369379Z_6888_027938e1,2028-10-27T21:17:11.369379Z,2028-10-28T00:04:08.369379Z,50,97,47,10017,21.034355,105.821744,28.22
charge_2028-10-28T050050574304Z_4576_7441cf1c,2028-10-28T05:00:50.574304Z,2028-10-28T06:58:19.574304Z,66,100,34,7049,21.034339,105.821772,21.8
charge_2028-10-28T155251786764Z_7772_9d989a5b,2028-10-28T15:52:51.786764Z,2028-10-28T17:39:47.786764Z,42,73,31,6416,21.034347,105.821757,25.4
charge_2028-10-29T030119813027Z_439_92bf1213,2028-10-29T03:01:19.813027Z,2028-10-29T03:48:22.813027Z,65,78,13,2823,21.034459,105.821793,25.54
charge_2028-10-31T215513687920Z_3957_d77f4c1f,2028-10-31T21:55:13.687920Z,2028-11-01T02:47:05.687920Z,12,100,88,17512,21.034385,105.821832,22.34
charge_2028-11-01T110316826530Z_8286_3f4a3b62,2028-11-01T11:03:16.826530Z,2028-11-01T13:46:37.826530Z,33,80,47,9801,21.034392,105.821835,24.04
charge_2028-11-02T080053907530Z_9150_a55dc17f,2028-11-02T08:00:53.907530Z,2028-11-02T11:06:52.907530Z,27,78,51,11159,21.034377,105.821782,22.58
charge_2028-11-03T041456563391Z_365_e0b738f7,2028-11-03T04:14:56.563391Z,2028-11-03T08:16:46.563391Z,34,100,66,14510,21.034442,105.821766,18.63
charge_2028-11-05T230629473867Z_6376_7fdd84d4,2028-11-05T23:06:29.473867Z,2028-11-06T02:49:16.473867Z,13,76,63,13367,21.034411,105.821767,25.04
charge_2028-11-06T031308331362Z_3422_ab4b250c,2028-11-06T03:13:08.331362Z,2028-11-06T06:00:02.331362Z,26,78,52,10014,21.034345,105.821776,23.03
charge_2028-11-08T173613812596Z_6771_e02af2d9,2028-11-08T17:36:13.812596Z,2028-11-08T22:20:31.812596Z,21,95,74,17058,21.034481,105.821896,21.04
charge_2028-11-09T205321665112Z_8044_4aabc4f9,2028-11-09T20:53:21.665112Z,2028-11-09T22:34:08.665112Z,72,100,28,6047,21.034406,105.821864,19.58
charge_2028-11-10T003150626267Z_3249_3a09d558,2028-11-10T00:31:50.626267Z,2028-11-10T05:21:29.626267Z,21,100,79,17379,21.034408,105.821872,19.62
charge_2028-11-12T104603469446Z_1943_76f0aa50,2028-11-12T10:46:03.469446Z,2028-11-12T13:34:48.469446Z,31,78,47,10125,21.034452,105.821784,19.36
charge_2028-11-14T034357670461Z_8556_eea1cbc7,2028-11-14T03:43:57.670461Z,2028-11-14T07:18:22.670461Z,21,81,60,12865,21.034442,105.821794,19.64
charge_2028-11-14T221815470024Z_5135_64b13a86,2028-11-14T22:18:15.470024Z,2028-11-15T01:47:34.470024Z,41,100,59,12559,21.034454,105.821806,20.89
charge_2028-11-15T231303272134Z_4193_aecc43a5,2028-11-15T23:13:03.272134Z,2028-11-16T03:58:07.272134Z,20,100,80,17104,21.034412,105.821834,26.08
charge_2028-11-16T040739541881Z_3007_7bc77de5,2028-11-16T04:07:39.541881Z,2028-11-16T06:46:36.541881Z,33,80,47,9537,21.03435,105.821819,20.87
charge_2028-11-19T063536986943Z_3153_d1782ce7,2028-11-19T06:35:36.986943Z,2028-11-19T10:42:24.986943Z,21,91,70,14808,21.034468,105.821811,22.94
charge_2028-11-19T144224214687Z_2261_b590a170,2028-11-19T14:42:24.986943Z,2028-11-19T16:17:22.986943Z,51,79,28,5698,21.034395,105.821786,22.87
charge_2028-11-20T030825348676Z_2178_48e972c9,2028-11-20T03:08:25.348676Z,2028-11-20T07:14:57.348676Z,24,100,76,14792,21.034409,105.821768,19.16
charge_2028-11-21T172300725127Z_5359_a572969a,2028-11-21T17:23:00.725127Z,2028-11-21T21:11:09.725127Z,12,78,66,13689,21.034311,105.821802,22.2
charge_2028-11-26T035721199397Z_4102_7e441bff,2028-11-26T03:57:21.199397Z,2028-11-26T08:25:53.199397Z,17,100,83,16112,21.034429,105.821835,23.1
charge_2028-11-28T180051610604Z_8795_5376057c,2028-11-28T18:00:51.610604Z,2028-11-28T20:38:18.610604Z,30,75,45,9447,21.034365,105.82178,24.67
charge_2028-11-29T071413273729Z_9520_69428731,2028-11-29T07:14:13.273729Z,2028-11-29T10:58:16.273729Z,12,78,66,13443,21.034445,105.821852,22.59
charge_2028-12-04T190604708186Z_1452_5ff041b4,2028-12-04T19:06:04.708186Z,2028-12-04T22:12:22.708186Z,25,73,48,11178,21.034419,105.821721,17.59
charge_2028-12-06T051351836949Z_8564_9c82f301,2028-12-06T05:13:51.836949Z,2028-12-06T08:39:24.836949Z,41,100,59,12333,21.034366,105.821765,15.6
charge_2028-12-07T035812454472Z_7905_1ba009b7,2028-12-07T03:58:12.454472Z,2028-12-07T06:45:36.454472Z,32,78,46,10044,21.03435,105.821883,21.33
charge_2028-12-08T201246759214Z_7267_3f33dd82,2028-12-08T20:12:46.759214Z,2028-12-09T00:30:12.759214Z,35,100,65,15446,21.034401,105.821849,22.59
charge_2028-12-09T025734611200Z_3358_0e9d3851,2028-12-09T02:57:34.611200Z,2028-12-09T06:53:55.611200Z,21,90,69,14181,21.034371,105.821812,14.74
charge_2028-12-11T144646817588Z_3274_64b88417,2028-12-11T14:46:46.817588Z,2028-12-11T15:56:06.817588Z,59,79,20,4160,21.034388,105.821797,22.66
charge_2028-12-12T211224636363Z_8132_ec5e21bb,2028-12-12T21:12:24.636363Z,2028-12-13T00:23:33.636363Z,25,80,55,11469,21.034427,105.821685,21.37
charge_2028-12-15T031820541705Z_903_1073d25b,2028-12-15T03:18:20.541705Z,2028-12-15T06:51:11.541705Z,42,97,55,12771,21.034339,105.821812,14.28
charge_2028-12-17T074231207775Z_9126_8f8e08eb,2028-12-17T07:42:31.207775Z,2028-12-17T10:57:53.207775Z,26,79,53,11722,21.03438,105.821839,22.99
charge_2028-12-20T042451431681Z_6243_3a61e080,2028-12-20T04:24:51.431681Z,2028-12-20T09:22:19.431681Z,18,100,82,17848,21.034379,105.821778,19.95
charge_2028-12-22T064026656540Z_3861_2cc92fa1,2028-12-22T06:40:26.656540Z,2028-12-22T08:32:51.656540Z,45,77,32,6745,21.034385,105.821845,21.94
charge_2028-12-22T123251633334Z_1260_2bd47a81,2028-12-22T12:32:51.656540Z,2028-12-22T13:28:40.656540Z,62,78,16,3349,21.034361,105.821838,19.76
charge_2028-12-23T132819258785Z_4870_35e8e364,2028-12-23T13:28:19.258785Z,2028-12-23T16:55:51.258785Z,37,100,63,12452,21.034301,105.82172,18.69
charge_2028-12-24T133325387429Z_7239_b7880480,2028-12-24T13:33:25.387429Z,2028-12-24T13:53:43.387429Z,68,74,6,1218,21.034463,105.821814,15.3
charge_2028-12-26T144319674820Z_7893_5c7f865f,2028-12-26T14:43:19.674820Z,2028-12-26T17:34:30.674820Z,46,94,48,10271,21.034406,105.821799,16.5
charge_2028-12-27T212117517680Z_8646_58f3309c,2028-12-27T21:21:17.517680Z,2028-12-27T21:40:39.517680Z,69,75,6,1162,21.034407,105.821864,16.35
charge_2028-12-28T164104900756Z_4393_dcb31f64,2028-12-28T16:41:04.900756Z,2028-12-28T20:21:06.900756Z,17,77,60,13202,21.034422,105.821778,23.09
charge_2028-12-30T192901844283Z_883_30e303fb,2028-12-30T19:29:01.844283Z,2028-12-30T23:40:06.844283Z,28,100,72,15065,21.034434,105.821751,22.45
charge_2028-12-31T031208736760Z_748_cd91b676,2028-12-31T03:12:08.736760Z,2028-12-31T06:31:45.736760Z,21,78,57,11977,21.034424,105.821712,18.2
charge_2028-12-31T201650430164Z_429_bc0e5087,2028-12-31T20:16:50.430164Z,2028-12-31T21:17:57.430164Z,36,55,19,3667,21.034346,105.821778,16.06
charge_2029-01-01T160820683644Z_6800_45c977f7,2029-01-01T16:08:20.683644Z,2029-01-01T20:11:55.683644Z,17,91,74,14615,21.03444,105.821779,27.19
charge_2029-01-02T045201112395Z_5313_8da00df8,2029-01-02T04:52:01.112395Z,2029-01-02T08:18:35.112395Z,14,70,56,12394,21.034354,105.821873,28.59
charge_2029-01-03T232218986045Z_7329_72dd0ed3,2029-01-03T23:22:18.986045Z,2029-01-04T03:12:29.986045Z,25,94,69,13811,21.034458,105.821797,32.61
charge_2029-01-04T102450232614Z_8526_aad57743,2029-01-04T10:24:50.232614Z,2029-01-04T15:18:31.232614Z,16,96,80,17621,21.034342,105.821825,31.61
charge_2029-01-06T150205138281Z_356_dce8bbc8,2029-01-06T15:02:05.138281Z,2029-01-06T18:35:28.138281Z,31,90,59,12803,21.034378,105.821789,27.79
charge_2029-01-07T015943516389Z_7469_5a61172e,2029-01-07T01:59:43.516389Z,2029-01-07T06:37:49.516389Z,18,100,82,16686,21.034397,105.821853,25.37
charge_2029-01-08T082702392831Z_4224_77ca2644,2029-01-08T08:27:02.392831Z,2029-01-08T11:35:27.392831Z,38,95,57,11305,21.034307,105.821849,24.92
charge_2029-01-09T230106538830Z_7796_71e1bd45,2029-01-09T23:01:06.538830Z,2029-01-10T02:19:08.538830Z,26,81,55,11882,21.03434,105.821799,31.49
charge_2029-01-11T123607363291Z_2658_f3151720,2029-01-11T12:36:07.363291Z,2029-01-11T16:47:14.363291Z,28,100,72,15067,21.034371,105.821701,24.92
charge_2029-01-12T004650971698Z_7476_212f107f,2029-01-12T00:46:50.971698Z,2029-01-12T03:36:11.971698Z,28,79,51,10161,21.03435,105.821807,27.87
charge_2029-01-17T030858894284Z_585_5ba7f43a,2029-01-17T03:08:58.894284Z,2029-01-17T07:08:14.894284Z,20,93,73,14356,21.034382,105.821805,23.08
charge_2029-01-19T031418408783Z_9613_6eb25bd1,2029-01-19T03:14:18.408783Z,2029-01-19T06:17:39.408783Z,21,75,54,11001,21.034508,105.821866,26.78
charge_2029-01-21T040020624439Z_2172_a340e196,2029-01-21T04:00:20.624439Z,2029-01-21T05:19:02.624439Z,49,71,22,4722,21.034438,105.821957,23.81
charge_2029-01-24T171228760689Z_737_4192a1db,2029-01-24T17:12:28.760689Z,2029-01-24T18:22:21.760689Z,70,90,20,4193,21.034457,105.821821,30.62
charge_2029-01-25T231359502297Z_8039_ae46cc2d,2029-01-25T23:13:59.502297Z,2029-01-26T03:27:00.502297Z,24,100,76,15181,21.034381,105.821754,27.07
charge_2029-01-26T074245191237Z_5667_c11167f9,2029-01-26T07:42:45.191237Z,2029-01-26T09:12:47.191237Z,57,81,24,5402,21.034346,105.82181,27.1
charge_2029-01-27T045540604191Z_4400_8706485a,2029-01-27T04:55:40.604191Z,2029-01-27T07:37:09.604191Z,35,80,45,9689,21.034419,105.821825,29.15
charge_2029-01-29T130827568476Z_113_dd62b0f9,2029-01-29T13:08:27.568476Z,2029-01-29T17:29:33.568476Z,25,90,65,15666,21.034418,105.821713,27.53
charge_2029-01-30T003435852512Z_6849_5a2ce8a6,2029-01-30T00:34:35.852512Z,2029-01-30T04:21:21.852512Z,30,95,65,13606,21.034392,105.821785,25.2
charge_2029-01-30T164310379529Z_4018_a3e6f4a7,2029-01-30T16:43:10.379529Z,2029-01-30T18:57:54.379529Z,56,95,39,8084,21.034404,105.821813,30.04
charge_2029-02-02T204212899655Z_3644_77f2d654,2029-02-02T20:42:12.899655Z,2029-02-02T22:24:57.899655Z,14,43,29,6165,21.034387,105.821877,25.07
charge_2029-02-03T132544563163Z_3521_f6af74b2,2029-02-03T13:25:44.563163Z,2029-02-03T15:43:16.563163Z,43,82,39,8252,21.034384,105.821847,29.77
charge_2029-02-06T163311698282Z_5298_4bdd72d1,2029-02-06T16:33:11.698282Z,2029-02-06T21:24:33.698282Z,23,100,77,17482,21.0344,105.821718,28.68
charge_2029-02-07T232951800211Z_5323_d7860fff,2029-02-07T23:29:51.800211Z,2029-02-08T03:19:02.800211Z,26,95,69,13751,21.034358,105.821854,28.68
charge_2029-02-08T162150342130Z_4599_9eee440a,2029-02-08T16:21:50.342130Z,2029-02-08T20:33:12.342130Z,24,95,71,15082,21.034398,105.821811,25.34
charge_2029-02-12T052942457806Z_759_54192635,2029-02-12T05:29:42.457806Z,2029-02-12T10:13:47.457806Z,19,100,81,17045,21.0344,105.821839,28.86
charge_2029-02-13T140822976043Z_5791_e2b01a80,2029-02-13T14:08:22.976043Z,2029-02-13T16:10:45.976043Z,43,78,35,7343,21.034455,105.821777,28.69
charge_2029-02-14T024054428381Z_9755_1d5b3d74,2029-02-14T02:40:54.428381Z,2029-02-14T04:16:35.428381Z,67,94,27,5741,21.034331,105.821711,27.04
charge_2029-02-14T151504559905Z_9055_f65fea33,2029-02-14T15:15:04.559905Z,2029-02-14T17:02:40.559905Z,68,100,32,6456,21.034324,105.821794,24.14
charge_2029-02-19T164338623791Z_6292_96ee647f,2029-02-19T16:43:38.623791Z,2029-02-19T20:44:56.623791Z,28,96,68,14478,21.034326,105.821752,27.49
charge_2029-02-22T224953465403Z_9170_0abca74f,2029-02-22T22:49:53.465403Z,2029-02-23T02:24:46.465403Z,21,82,61,12893,21.034381,105.821743,27.79
charge_2029-02-25T140038548086Z_3612_a96555c4,2029-02-25T14:00:38.548086Z,2029-02-25T15:54:59.548086Z,37,69,32,6861,21.034377,105.8219,31.88
charge_2029-02-26T051740906844Z_9199_c14d6dcb,2029-02-26T05:17:40.906844Z,2029-02-26T08:34:11.906844Z,30,82,52,11791,21.034382,105.821816,26.55
charge_2029-02-27T161208580443Z_5610_874954fe,2029-02-27T16:12:08.580443Z,2029-02-27T20:45:48.580443Z,13,97,84,16420,21.034407,105.821756,29.12
charge_2029-03-01T143608242294Z_7159_536f24e0,2029-03-01T14:36:08.242294Z,2029-03-01T17:41:53.242294Z,29,79,50,11145,21.034369,105.82186,26.54
charge_2029-03-01T214153776975Z_6408_9ad9ce1d,2029-03-01T21:41:53.242294Z,2029-03-01T22:50:19.242294Z,30,51,21,4106,21.034424,105.821814,28.55
charge_2029-03-03T033456497400Z_3727_6f45c1b5,2029-03-03T03:34:56.497400Z,2029-03-03T04:41:07.497400Z,25,44,19,3971,21.034516,105.821759,26.25
charge_2029-03-05T034443451923Z_7036_a350c13c,2029-03-05T03:44:43.451923Z,2029-03-05T04:43:21.451923Z,54,71,17,3518,21.034419,105.821776,31.21
charge_2029-03-06T005934703007Z_7267_4e733a19,2029-03-06T00:59:34.703007Z,2029-03-06T03:56:32.703007Z,33,82,49,10618,21.034347,105.821893,24.93
